X2,X4,X5,X6,adversaire,score_france,score_adversaire,penalty_france,penalty_adversaire,date,year,outcome,no
5 octobre 1983,France - Espagne,1-1,Match amical,Espagne,1,1,NA,NA,1983-10-05,1983,draw,6
12 novembre 1983,Yougoslavie - France,0-0,Match amical,Yougoslavie,0,0,NA,NA,1983-11-12,1983,draw,7
29 février 1984,France - Angleterre,2-0,Match amical,Angleterre,2,0,NA,NA,1984-02-29,1984,win,1
28 mars 1984,France - Autriche,1-0,Match amical,Autriche,1,0,NA,NA,1984-03-28,1984,win,2
18 avril 1984,France - RFA,1-0,Match amical,RFA,1,0,NA,NA,1984-04-18,1984,win,3
1er juin 1984,France - Écosse,2-0,Match amical,Écosse,2,0,NA,NA,1984-06-01,1984,win,4
12 juin 1984,France - Danemark,1-0,Euro 1984 (Groupe A),Danemark,1,0,NA,NA,1984-06-12,1984,win,5
16 juin 1984,France - Belgique,5-0,Euro 1984 (Groupe A),Belgique,5,0,NA,NA,1984-06-16,1984,win,6
19 juin 1984,France - Yougoslavie,3-2,Euro 1984 (Groupe A),Yougoslavie,3,2,NA,NA,1984-06-19,1984,win,7
23 juin 1984,France - Portugal,3-2 ap,Euro 1984 (Demi-finale),Portugal,3,2,NA,NA,1984-06-23,1984,win,8
27 juin 1984,France - Espagne,2-0,Euro 1984 (Finale),Espagne,2,0,NA,NA,1984-06-27,1984,win,9
13 octobre 1984,Luxembourg - France,0-4,Qualifications pour la Coupe du monde 1986,Luxembourg,4,0,NA,NA,1984-10-13,1984,win,10
21 novembre 1984,France - Bulgarie,1-0,Qualifications pour la Coupe du monde 1986,Bulgarie,1,0,NA,NA,1984-11-21,1984,win,11
8 décembre 1984,France - RDA,2-0,Qualifications pour la Coupe du monde 1986,RDA,2,0,NA,NA,1984-12-08,1984,win,12
3 avril 1985,Yougoslavie - France,0-0,Qualifications pour la Coupe du monde 1986,Yougoslavie,0,0,NA,NA,1985-04-03,1985,draw,1
2 mai 1985,Bulgarie - France,2-0,Qualifications pour la Coupe du monde 1986,Bulgarie,0,2,NA,NA,1985-05-02,1985,loss,2
21 août 1985,France - Uruguay,2-0,Coupe intercontinentale 1985,Uruguay,2,0,NA,NA,1985-08-21,1985,win,3
11 septembre 1985,RDA - France,2-0,Qualifications pour la Coupe du monde 1986,RDA,0,2,NA,NA,1985-09-11,1985,loss,4
30 octobre 1985,France - Luxembourg,6-0,Qualifications pour la Coupe du monde 1986,Luxembourg,6,0,NA,NA,1985-10-30,1985,win,5
16 novembre 1985,France - Yougoslavie,2-0,Qualifications pour la Coupe du monde 1986,Yougoslavie,2,0,NA,NA,1985-11-16,1985,win,6
26 février 1986,France - Irlande du Nord,0-0,Match amical,Irlande du Nord,0,0,NA,NA,1986-02-26,1986,draw,1
26 mars 1986,France - Argentine,2-0,Match amical,Argentine,2,0,NA,NA,1986-03-26,1986,win,2
1er juin 1986,France - Canada,1-0,Coupe du monde 1986 (Groupe C),Canada,1,0,NA,NA,1986-06-01,1986,win,3
5 juin 1986,France - URSS,1-1,Coupe du monde 1986 (Groupe C),URSS,1,1,NA,NA,1986-06-05,1986,draw,4
9 juin 1986,France - Hongrie,3-0,Coupe du monde 1986 (Groupe C),Hongrie,3,0,NA,NA,1986-06-09,1986,win,5
17 juin 1986,France - Italie,2-0,Coupe du monde 1986 (Huitième de finale),Italie,2,0,NA,NA,1986-06-17,1986,win,6
21 juin 1986,Brésil - France,1-1 ap(3-4) tab,Coupe du monde 1986 (Quart de finale),Brésil,1,1,4,3,1986-06-21,1986,draw,7
25 juin 1986,France - RFA,0-2,Coupe du monde 1986 (Demi-finale),RFA,0,2,NA,NA,1986-06-25,1986,loss,8
28 juin 1986,France - Belgique,4-2,Coupe du monde 1986 (Petite finale),Belgique,4,2,NA,NA,1986-06-28,1986,win,9
19 août 1986,Suisse - France,2-0,Match amical,Suisse,0,2,NA,NA,1986-08-19,1986,loss,10
10 septembre 1986,Islande - France,0-0,Qualifications pour l'Euro 1988,Islande,0,0,NA,NA,1986-09-10,1986,draw,11
11 octobre 1986,France - URSS,0-2,Qualifications pour l'Euro 1988,URSS,0,2,NA,NA,1986-10-11,1986,loss,12
19 novembre 1986,RDA - France,0-0,Qualifications pour l'Euro 1988,RDA,0,0,NA,NA,1986-11-19,1986,draw,13
29 avril 1987,France - Islande,2-0,Qualifications pour l'Euro 1988,Islande,2,0,NA,NA,1987-04-29,1987,win,1
16 juin 1987,Norvège - France,2-0,Qualifications pour l'Euro 1988,Norvège,0,2,NA,NA,1987-06-16,1987,loss,2
12 août 1987,RFA - France,2-1,Match amical,RFA,1,2,NA,NA,1987-08-12,1987,loss,3
9 septembre 1987,URSS - France,1-1,Qualifications pour l'Euro 1988,URSS,1,1,NA,NA,1987-09-09,1987,draw,4
14 octobre 1987,France - Norvège,1-1,Qualifications pour l'Euro 1988,Norvège,1,1,NA,NA,1987-10-14,1987,draw,5
18 novembre 1987,France - RDA,0-1,Qualifications pour l'Euro 1988,RDA,0,1,NA,NA,1987-11-18,1987,loss,6
27 janvier 1988,Israël - France,1-1,Match amical,Israël,1,1,NA,NA,1988-01-27,1988,draw,1
2 février 1988,France - Suisse,2-1,Tournoi de France 1988 (amical),Suisse,2,1,NA,NA,1988-02-02,1988,win,2
5 février 1988,France - Maroc,2-1,Tournoi de France 1988 (amical),Maroc,2,1,NA,NA,1988-02-05,1988,win,3
23 mars 1988,France - Espagne,2-1,Match amical,Espagne,2,1,NA,NA,1988-03-23,1988,win,4
27 avril 1988,Irlande du Nord - France,0-0,Match amical,Irlande du Nord,0,0,NA,NA,1988-04-27,1988,draw,5
24 août 1988,France - Tchécoslovaquie,1-1,Match amical,Tchécoslovaquie,1,1,NA,NA,1988-08-24,1988,draw,6
28 septembre 1988,France - Norvège,1-0,Qualifications pour la Coupe du monde 1990,Norvège,1,0,NA,NA,1988-09-28,1988,win,7
22 octobre 1988,Chypre - France,1-1,Qualifications pour la Coupe du monde 1990,Chypre,1,1,NA,NA,1988-10-22,1988,draw,8
19 novembre 1988,Yougoslavie - France,3-2,Qualifications pour la Coupe du monde 1990,Yougoslavie,2,3,NA,NA,1988-11-19,1988,loss,9
7 février 1989,Irlande - France,0-0,Match amical,Irlande,0,0,NA,NA,1989-02-07,1989,draw,1
8 mars 1989,Écosse - France,2-0,Qualifications pour la Coupe du monde 1990,Écosse,0,2,NA,NA,1989-03-08,1989,loss,2
29 avril 1989,France - Yougoslavie,0-0,Qualifications pour la Coupe du monde 1990,Yougoslavie,0,0,NA,NA,1989-04-29,1989,draw,3
16 août 1989,Suède - France,2-4,Match amical,Suède,4,2,NA,NA,1989-08-16,1989,win,4
5 septembre 1989,Norvège - France,1-1,Qualifications pour la Coupe du monde 1990,Norvège,1,1,NA,NA,1989-09-05,1989,draw,5
11 octobre 1989,France - Écosse,3-0,Qualifications pour la Coupe du monde 1990,Écosse,3,0,NA,NA,1989-10-11,1989,win,6
18 novembre 1989,France - Chypre,2-0,Qualifications pour la Coupe du monde 1990,Chypre,2,0,NA,NA,1989-11-18,1989,win,7
21 janvier 1990,Koweït - France,0-1,Tournoi du Koweït 1990 (amical),Koweït,1,0,NA,NA,1990-01-21,1990,win,1
24 janvier 1990,France - RDA,3-0,Tournoi du Koweït 1990 (amical),RDA,3,0,NA,NA,1990-01-24,1990,win,2
28 février 1990,France - RFA,2-1,Match amical,RFA,2,1,NA,NA,1990-02-28,1990,win,3
28 mars 1990,Hongrie - France,1-3,Match amical,Hongrie,3,1,NA,NA,1990-03-28,1990,win,4
15 août 1990,France - Pologne,0-0,Match amical,Pologne,0,0,NA,NA,1990-08-15,1990,draw,5
5 septembre 1990,Islande - France,1-2,Qualifications pour l'Euro 1992,Islande,2,1,NA,NA,1990-09-05,1990,win,6
13 octobre 1990,France - Tchécoslovaquie,2-1,Qualifications pour l'Euro 1992,Tchécoslovaquie,2,1,NA,NA,1990-10-13,1990,win,7
17 novembre 1990,Albanie - France,0-1,Qualifications pour l'Euro 1992,Albanie,1,0,NA,NA,1990-11-17,1990,win,8
20 février 1991,France - Espagne,3-1,Qualifications pour l'Euro 1992,Espagne,3,1,NA,NA,1991-02-20,1991,win,1
30 mars 1991,France - Albanie,5-0,Qualifications pour l'Euro 1992,Albanie,5,0,NA,NA,1991-03-30,1991,win,2
14 août 1991,Pologne - France,1-5,Match amical,Pologne,5,1,NA,NA,1991-08-14,1991,win,3
4 septembre 1991,Tchécoslovaquie - France,1-2,Qualifications pour l'Euro 1992,Tchécoslovaquie,2,1,NA,NA,1991-09-04,1991,win,4
12 octobre 1991,Espagne - France,1-2,Qualifications pour l'Euro 1992,Espagne,2,1,NA,NA,1991-10-12,1991,win,5
20 novembre 1991,France - Islande,3-1,Qualifications pour l'Euro 1992,Islande,3,1,NA,NA,1991-11-20,1991,win,6
19 février 1992,Angleterre - France,2-0,Match amical,Angleterre,0,2,NA,NA,1992-02-19,1992,loss,1
25 mars 1992,France - Belgique,3-3,Match amical,Belgique,3,3,NA,NA,1992-03-25,1992,draw,2
27 mai 1992,Suisse - France,2-1,Match amical,Suisse,1,2,NA,NA,1992-05-27,1992,loss,3
5 juin 1992,France - Pays-Bas,1-1,Match amical,Pays-Bas,1,1,NA,NA,1992-06-05,1992,draw,4
10 juin 1992,Suède - France,1-1,Euro 1992 (Groupe A),Suède,1,1,NA,NA,1992-06-10,1992,draw,5
14 juin 1992,Angleterre - France,0-0,Euro 1992 (Groupe A),Angleterre,0,0,NA,NA,1992-06-14,1992,draw,6
17 juin 1992,Danemark - France,2-1,Euro 1992 (Groupe A),Danemark,1,2,NA,NA,1992-06-17,1992,loss,7
26 août 1992,France - Brésil,0-2,Match amical,Brésil,0,2,NA,NA,1992-08-26,1992,loss,8
9 septembre 1992,Bulgarie - France,2-0,Qualifications pour la Coupe du monde 1994,Bulgarie,0,2,NA,NA,1992-09-09,1992,loss,9
14 octobre 1992,France - Autriche,2-0,Qualifications pour la Coupe du monde 1994,Autriche,2,0,NA,NA,1992-10-14,1992,win,10
14 novembre 1992,France - Finlande,2-1,Qualifications pour la Coupe du monde 1994,Finlande,2,1,NA,NA,1992-11-14,1992,win,11
17 février 1993,Israël - France,0-4,Qualifications pour la Coupe du monde 1994,Israël,4,0,NA,NA,1993-02-17,1993,win,1
27 mars 1993,Autriche - France,0-1,Qualifications pour la Coupe du monde 1994,Autriche,1,0,NA,NA,1993-03-27,1993,win,2
28 avril 1993,France - Suède,2-1,Qualifications pour la Coupe du monde 1994,Suède,2,1,NA,NA,1993-04-28,1993,win,3
16 juin 1993,France - Colombie,1-3,Match amical (Inauguration du Stade de Dillon),Colombie,1,3,NA,NA,1993-06-16,1993,loss,4
28 juillet 1993,France - Russie,3-1,Match amical,Russie,3,1,NA,NA,1993-07-28,1993,win,5
22 août 1993,Suède - France,1-1,Qualifications pour la Coupe du monde 1994,Suède,1,1,NA,NA,1993-08-22,1993,draw,6
8 septembre 1993,Finlande - France,0-2,Qualifications pour la Coupe du monde 1994,Finlande,2,0,NA,NA,1993-09-08,1993,win,7
13 octobre 1993,France - Israël,2-3,Qualifications pour la Coupe du monde 1994,Israël,2,3,NA,NA,1993-10-13,1993,loss,8
17 novembre 1993,France - Bulgarie,1-2,Qualifications pour la Coupe du monde 1994,Bulgarie,1,2,NA,NA,1993-11-17,1993,loss,9
16 février 1994,Italie - France,0-1,Match amical,Italie,1,0,NA,NA,1994-02-16,1994,win,1
22 mars 1994,France - Chili,3-1,Match amical,Chili,3,1,NA,NA,1994-03-22,1994,win,2
26 mai 1994,France - Australie,1-0,Coupe Kirin 1994 (Amical),Australie,1,0,NA,NA,1994-05-26,1994,win,3
29 mai 1994,Japon - France,1-4,Coupe Kirin 1994 (Amical),Japon,4,1,NA,NA,1994-05-29,1994,win,4
17 août 1994,France - Rép. tchèque,2-2,Match amical,Rép. tchèque,2,2,NA,NA,1994-08-17,1994,draw,5
7 septembre 1994,Slovaquie - France,0-0,Qualifications pour l'Euro 1996,Slovaquie,0,0,NA,NA,1994-09-07,1994,draw,6
8 octobre 1994,France - Roumanie,0-0,Qualifications pour l'Euro 1996,Roumanie,0,0,NA,NA,1994-10-08,1994,draw,7
6 novembre 1994,Pologne - France,0-0,Qualifications pour l'Euro 1996,Pologne,0,0,NA,NA,1994-11-06,1994,draw,8
13 décembre 1994,Azerbaïdjan - France,0-2,Qualifications pour l'Euro 1996,Azerbaïdjan,2,0,NA,NA,1994-12-13,1994,win,9
10 janvier 1995,Pays-Bas - France,0-1,Match amical,Pays-Bas,1,0,NA,NA,1995-01-10,1995,win,1
29 mars 1995,Israël - France,0-0,Qualifications pour l'Euro 1996,Israël,0,0,NA,NA,1995-03-29,1995,draw,2
26 avril 1995,France- Slovaquie,4-0,Qualifications pour l'Euro 1996,Slovaquie,4,0,NA,NA,1995-04-26,1995,win,3
22 juillet 1995,Norvège - France,0-0,Match amical,Norvège,0,0,NA,NA,1995-07-22,1995,draw,4
16 août 1995,France - Pologne,1-1,Qualifications pour l'Euro 1996,Pologne,1,1,NA,NA,1995-08-16,1995,draw,5
6 septembre 1995,France - Azerbaïdjan,10-0,Qualifications pour l'Euro 1996,Azerbaïdjan,10,10,NA,NA,1995-09-06,1995,draw,6
11 octobre 1995,Roumanie - France,1-3,Qualifications pour l'Euro 1996,Roumanie,3,1,NA,NA,1995-10-11,1995,win,7
15 novembre 1995,France - Israël,2-0,Qualifications pour l'Euro 1996,Israël,2,0,NA,NA,1995-11-15,1995,win,8
24 janvier 1996,France - Portugal,3-2,Match amical,Portugal,3,2,NA,NA,1996-01-24,1996,win,1
21 février 1996,France - Grèce,3-1,Match amical,Grèce,3,1,NA,NA,1996-02-21,1996,win,2
27 mars 1996,Belgique - France,0-2,Match amical,Belgique,2,0,NA,NA,1996-03-27,1996,win,3
29 mai 1996,France - Finlande,2-0,Match amical,Finlande,2,0,NA,NA,1996-05-29,1996,win,4
1er juin 1996,Allemagne - France,0-1,Match amical,Allemagne,1,0,NA,NA,1996-06-01,1996,win,5
5 juin 1996,France - Arménie,2-0,Match amical,Arménie,2,0,NA,NA,1996-06-05,1996,win,6
10 juin 1996,France - Roumanie,1-0,Euro 1996 (Groupe B),Roumanie,1,0,NA,NA,1996-06-10,1996,win,7
15 juin 1996,Espagne - France,1-1,Euro 1996 (Groupe B),Espagne,1,1,NA,NA,1996-06-15,1996,draw,8
18 juin 1996,France - Bulgarie,3-1,Euro 1996 (Groupe B),Bulgarie,3,1,NA,NA,1996-06-18,1996,win,9
22 juin 1996,France - Pays-Bas,0-0 ap(5-4) tab,Euro 1996 (Quart de finale),Pays-Bas,0,0,5,4,1996-06-22,1996,draw,10
26 juin 1996,Rép. tchèque - France,0-0 ap(6-5) tab,Euro 1996 (Demi-finale),Rép. tchèque,0,0,5,6,1996-06-26,1996,draw,11
31 août 1996,France - Mexique,2-0,Match amical,Mexique,2,0,NA,NA,1996-08-31,1996,win,12
9 octobre 1996,France - Turquie,4-0,Match amical,Turquie,4,0,NA,NA,1996-10-09,1996,win,13
9 novembre 1996,Danemark - France,1-0,Match amical,Danemark,0,1,NA,NA,1996-11-09,1996,loss,14
22 janvier 1997,Portugal - France,0-2,Match amical,Portugal,2,0,NA,NA,1997-01-22,1997,win,1
26 février 1997,France - Pays-Bas,2-1,Match amical,Pays-Bas,2,1,NA,NA,1997-02-26,1997,win,2
2 avril 1997,France - Suède,1-0,Match amical,Suède,1,0,NA,NA,1997-04-02,1997,win,3
3 juin 1997,France - Brésil,1-1,Tournoi de France 1997 (amical),Brésil,1,1,NA,NA,1997-06-03,1997,draw,4
7 juin 1997,France - Angleterre,0-1,Tournoi de France 1997 (amical),Angleterre,0,1,NA,NA,1997-06-07,1997,loss,5
11 juin 1997,France - Italie,2-2,Tournoi de France 1997 (amical),Italie,2,2,NA,NA,1997-06-11,1997,draw,6
11 octobre 1997,France - Afrique du Sud,2-1,Match amical,Afrique du Sud,2,1,NA,NA,1997-10-11,1997,win,7
12 novembre 1997,France - Écosse,2-1,Match amical,Écosse,2,1,NA,NA,1997-11-12,1997,win,8
28 janvier 1998,France - Espagne,1-0,Match amical (Inauguration du Stade de France),Espagne,1,0,NA,NA,1998-01-28,1998,win,1
25 février 1998,France - Norvège,3-3,Match amical,Norvège,3,3,NA,NA,1998-02-25,1998,draw,2
25 mars 1998,Russie - France,1-0,Match amical,Russie,0,1,NA,NA,1998-03-25,1998,loss,3
22 avril 1998,Suède - France,0-0,Match amical,Suède,0,0,NA,NA,1998-04-22,1998,draw,4
27 mai 1998,France - Belgique,1-0,Tournoi Hassan II 1998 (amical),Belgique,1,0,NA,NA,1998-05-27,1998,win,5
29 mai 1998,Maroc - France,2-2(6-5) tab,Tournoi Hassan II 1998 (amical),Maroc,2,2,5,6,1998-05-29,1998,draw,6
5 juin 1998,Finlande - France,0-1,Match amical,Finlande,1,0,NA,NA,1998-06-05,1998,win,7
12 juin 1998,France - Afrique du Sud,3-0,Coupe du monde 1998 (Groupe C),Afrique du Sud,3,0,NA,NA,1998-06-12,1998,win,8
18 juin 1998,France - Arabie saoudite,4-0,Coupe du monde 1998 (Groupe C),Arabie saoudite,4,0,NA,NA,1998-06-18,1998,win,9
24 juin 1998,France - Danemark,2-1,Coupe du monde 1998 (Groupe C),Danemark,2,1,NA,NA,1998-06-24,1998,win,10
28 juin 1998,France - Paraguay,1-0 apb.e.o.,Coupe du monde 1998 (Huitième de finale),Paraguay,1,0,NA,NA,1998-06-28,1998,win,11
3 juillet 1998,France – Italie,0-0 ap(4-3) tab,Coupe du monde 1998 (Quart de finale),France – Italie,0,0,4,3,1998-07-03,1998,draw,12
8 juillet 1998,France - Croatie,2-1,Coupe du monde 1998 (Demi-finale),Croatie,2,1,NA,NA,1998-07-08,1998,win,13
12 juillet 1998,Brésil - France,0-3,Coupe du monde 1998 (Finale),Brésil,3,0,NA,NA,1998-07-12,1998,win,14
19 août 1998,Autriche - France,2-2,Match amical,Autriche,2,2,NA,NA,1998-08-19,1998,draw,15
5 septembre 1998,Islande - France,1-1,Qualifications pour l'Euro 2000,Islande,1,1,NA,NA,1998-09-05,1998,draw,16
10 octobre 1998,Russie - France,2-3,Qualifications pour l'Euro 2000,Russie,3,2,NA,NA,1998-10-10,1998,win,17
14 octobre 1998,France - Andorre,2-0,Qualifications pour l'Euro 2000,Andorre,2,0,NA,NA,1998-10-14,1998,win,18
20 janvier 1999,France - Maroc,1-0,Match amical,Maroc,1,0,NA,NA,1999-01-20,1999,win,1
10 février 1999,Angleterre - France,0-2,Match amical,Angleterre,2,0,NA,NA,1999-02-10,1999,win,2
27 mars 1999,France - Ukraine,0-0,Qualifications pour l'Euro 2000,Ukraine,0,0,NA,NA,1999-03-27,1999,draw,3
31 mars 1999,France - Arménie,2-0,Qualifications pour l'Euro 2000,Arménie,2,0,NA,NA,1999-03-31,1999,win,4
5 juin 1999,France - Russie,2-3,Qualifications pour l'Euro 2000,Russie,2,3,NA,NA,1999-06-05,1999,loss,5
9 juin 1999,Andorre - France,0-1,Qualifications pour l'Euro 2000,Andorre,1,0,NA,NA,1999-06-09,1999,win,6
18 août 1999,Irlande du Nord - France,0-1,Match amical,Irlande du Nord,1,0,NA,NA,1999-08-18,1999,win,7
4 septembre 1999,Ukraine - France,0-0,Qualifications pour l'Euro 2000,Ukraine,0,0,NA,NA,1999-09-04,1999,draw,8
8 septembre 1999,Arménie - France,2-3,Qualifications pour l'Euro 2000,Arménie,3,2,NA,NA,1999-09-08,1999,win,9
9 octobre 1999,France - Islande,3-2,Qualifications pour l'Euro 2000,Islande,3,2,NA,NA,1999-10-09,1999,win,10
13 novembre 1999,France - Croatie,3-0,Match amical,Croatie,3,0,NA,NA,1999-11-13,1999,win,11
23 février 2000,France - Pologne,1-0,Match amical,Pologne,1,0,NA,NA,2000-02-23,2e3,win,1
29 mars 2000,Écosse - France,0-2,Match amical,Écosse,2,0,NA,NA,2000-03-29,2e3,win,2
26 avril 2000,France - Slovénie,3-2,Match amical,Slovénie,3,2,NA,NA,2000-04-26,2e3,win,3
28 mai 2000,Croatie - France,0-2,Match amical,Croatie,2,0,NA,NA,2000-05-28,2e3,win,4
4 juin 2000,France - Japon,2-2(4-2) tab,Tournoi Hassan II 2000 (amical),Japon,2,2,4,2,2000-06-04,2e3,draw,5
6 juin 2000,Maroc - France,1-5,Tournoi Hassan II 2000 (amical),Maroc,5,1,NA,NA,2000-06-06,2e3,win,6
11 juin 2000,France - Danemark,3-0,Euro 2000 (Groupe D),Danemark,3,0,NA,NA,2000-06-11,2e3,win,7
16 juin 2000,France - Rép. tchèque,2-1,Euro 2000 (Groupe D),Rép. tchèque,2,1,NA,NA,2000-06-16,2e3,win,8
21 juin 2000,Pays-Bas - France,3-2,Euro 2000 (Groupe D),Pays-Bas,2,3,NA,NA,2000-06-21,2e3,loss,9
25 juin 2000,France - Espagne,2-1,Euro 2000 (Quart de finale),Espagne,2,1,NA,NA,2000-06-25,2e3,win,10
28 juin 2000,France - Portugal,2-1 apb.e.o.,Euro 2000 (Demi-finale),Portugal,2,1,NA,NA,2000-06-28,2e3,win,11
2 juillet 2000,Italie - France,1-2 apb.e.o.,Euro 2000 (Finale),Italie,2,1,NA,NA,2000-07-02,2e3,win,12
16 août 2000,France - Sélection FIFA,5-1,Match amical,Sélection FIFA,5,1,NA,NA,2000-08-16,2e3,win,13
2 septembre 2000,France - Angleterre,1-1,Match amical,Angleterre,1,1,NA,NA,2000-09-02,2e3,draw,14
4 octobre 2000,France - Cameroun,1-1,Match amical,Cameroun,1,1,NA,NA,2000-10-04,2e3,draw,15
7 octobre 2000,Afrique du Sud - France,0-0[1],Coupe du challenge 2000[2] (amical),Afrique du Sud,0,0,NA,NA,2000-10-07,2e3,draw,16
15 novembre 2000,Turquie - France,0-4,Match amical,Turquie,4,0,NA,NA,2000-11-15,2e3,win,17
27 février 2001,France - Allemagne,1-0,Match amical,Allemagne,1,0,NA,NA,2001-02-27,2001,win,1
24 mars 2001,France - Japon,5-0,Match amical,Japon,5,0,NA,NA,2001-03-24,2001,win,2
28 mars 2001,Espagne - France,2-1,Match amical,Espagne,1,2,NA,NA,2001-03-28,2001,loss,3
25 avril 2001,France - Portugal,4-0,Match amical,Portugal,4,0,NA,NA,2001-04-25,2001,win,4
30 mai 2001,Corée du Sud - France,0-5,Coupe des confédérations 2001 (Groupe A)[36],Corée du Sud,5,0,NA,NA,2001-05-30,2001,win,5
1er juin 2001,Australie- France,1-0,Coupe des confédérations 2001 (Groupe A),Australie- France,0,1,NA,NA,2001-06-01,2001,loss,6
3 juin 2001,France - Mexique,4-0,Coupe des confédérations 2001 (Groupe A),Mexique,4,0,NA,NA,2001-06-03,2001,win,7
7 juin 2001,France - Brésil,2-1,Coupe des confédérations 2001 (Demi-finale),Brésil,2,1,NA,NA,2001-06-07,2001,win,8
10 juin 2001,Japon - France,0-1,Coupe des confédérations 2001 (Finale),Japon,1,0,NA,NA,2001-06-10,2001,win,9
15 août 2001,France - Danemark,1-0,Match amical,Danemark,1,0,NA,NA,2001-08-15,2001,win,10
1er septembre 2001,Chili - France,2-1,Match amical,Chili,1,2,NA,NA,2001-09-01,2001,loss,11
6 octobre 2001,France - Algérie,4-1[3],"Match amical[4],[5]",Algérie,4,1,NA,NA,2001-10-06,2001,win,12
11 novembre 2001,Australie - France,1-1,Match amical,Australie,1,1,NA,NA,2001-11-11,2001,draw,13
13 février 2002,France - Roumanie,2-1,Match amical,Roumanie,2,1,NA,NA,2002-02-13,2002,win,1
27 mars 2002,France - Écosse,5-0,Match amical,Écosse,5,0,NA,NA,2002-03-27,2002,win,2
17 avril 2002,France - Russie,0-0,Match amical,Russie,0,0,NA,NA,2002-04-17,2002,draw,3
18 mai 2002,France - Belgique,1-2,Match amical,Belgique,1,2,NA,NA,2002-05-18,2002,loss,4
26 mai 2002,Corée du Sud - France,2-3,Match amical,Corée du Sud,3,2,NA,NA,2002-05-26,2002,win,5
31 mai 2002,France - Sénégal,0-1,Coupe du monde 2002 (Groupe A),Sénégal,0,1,NA,NA,2002-05-31,2002,loss,6
6 juin 2002,France - Uruguay,0-0,Coupe du monde 2002 (Groupe A),Uruguay,0,0,NA,NA,2002-06-06,2002,draw,7
11 juin 2002,Danemark - France,2-0,Coupe du monde 2002 (Groupe A),Danemark,0,2,NA,NA,2002-06-11,2002,loss,8
21 août 2002,Tunisie - France,1-1,Match amical,Tunisie,1,1,NA,NA,2002-08-21,2002,draw,9
7 septembre 2002,Chypre - France,1-2,Qualifications pour l'Euro 2004,Chypre,2,1,NA,NA,2002-09-07,2002,win,10
12 octobre 2002,France- Slovénie,5-0,Qualifications pour l'Euro 2004,Slovénie,5,0,NA,NA,2002-10-12,2002,win,11
16 octobre 2002,Malte - France,0-4,Qualifications pour l'Euro 2004,Malte,4,0,NA,NA,2002-10-16,2002,win,12
20 novembre 2002,France - RF Yougoslavie,3-0,Match amical,RF Yougoslavie,3,0,NA,NA,2002-11-20,2002,win,13
12 février 2003,France - Rép. tchèque,0-2,Match amical,Rép. tchèque,0,2,NA,NA,2003-02-12,2003,loss,1
29 mars 2003,France - Malte,6-0,Qualifications pour l'Euro 2004,Malte,6,0,NA,NA,2003-03-29,2003,win,2
2 avril 2003,Israël - France,1-2,Qualifications pour l'Euro 2004,Israël,2,1,NA,NA,2003-04-02,2003,win,3
30 avril 2003,France - Égypte,5-0,Match amical,Égypte,5,0,NA,NA,2003-04-30,2003,win,4
